UF,Sigla,Pedido,Depósito,Título,Linguagem,Campo de Aplicação,Tipo Programa,Nome do Titular:,Nome do Autor,Nome do Procurador:,,
Ceará,IFCE,BR 51 2021 001166 0,31/05/2021,Segmentação de Nódulos Sólidos,PYTHON,SD-09,TC-04,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / RIO ELBA SOLUCOES DIGITAIS EIRELI ? EPP FP ADMINISTRAÇÃO E PARTICIPAÇÃO LTDA",ALYSON BEZERRA NOGUEIRA RIBEIRO / PEDRO ELIAS RIBEIRO DOS SANTOS / RENÊ RIPARDO CALIXTO / SAULO MACEDO MAIA / TARIQUE DA SILVEIRA CAVALCANTE / THOMAZ MAIA DE ALMEIDA / VALBERTO ENOC RODRIGUES DA SILVA FILHO,-,,
Ceará,IFCE,BR 51 2021 001165 1,31/05/2021,Segmentação de Nódulos Não Sólidos,PYTHON,SD-09,TC-04,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / RIO ELBA SOLUCOES DIGITAIS EIRELI ? EPP FP ADMINISTRAÇÃO E PARTICIPAÇÃO LTDA", ALYSON BEZERRA NOGUEIRA RIBEIRO / PEDRO ELIAS RIBEIRO DOS SANTOS / RENÊ RIPARDO CALIXTO / SAULO MACEDO MAIA / TARIQUE DA SILVEIRA CAVALCANTE / THOMAZ MAIA DE ALMEIDA / VALBERTO ENOC RODRIGUES DA SILVA FILHO,-,,
Ceará,IFCE,BR 51 2021 001164 3,31/05/2021,Gerador de Métricas,PYTHON,IN-02,DS-01,"  INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / RIO ELBA SOLUCOES DIGITAIS EIRELI ? EPP FP ADMINISTRAÇÃO E PARTICIPAÇÃO LTDA",ALYSON BEZERRA NOGUEIRA RIBEIRO / PEDRO ELIAS RIBEIRO DOS SANTOS / RENÊ RIPARDO CALIXTO / SAULO MACEDO MAIA / TARIQUE DA SILVEIRA CAVALCANTE / THOMAZ MAIA DE ALMEIDA / VALBERTO ENOC RODRIGUES DA SILVA FILHO,-,,
Ceará,IFCE,BR 51 2021 001163 5,31/05/2021,Detecção de Nódulos,PYTHON,SD-09,TC-04,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / RIO ELBA SOLUCOES DIGITAIS EIRELI ? EPP FP ADMINISTRAÇÃO E PARTICIPAÇÃO LTDA", ALYSON BEZERRA NOGUEIRA RIBEIRO / PEDRO ELIAS RIBEIRO DOS SANTOS / RENÊ RIPARDO CALIXTO / SAULO MACEDO MAIA / TARIQUE DA SILVEIRA CAVALCANTE / THOMAZ MAIA DE ALMEIDA / VALBERTO ENOC RODRIGUES DA SILVA FILHO,-,,
Ceará,IFCE,BR 51 2021 001160 0,30/05/2021,Classificação de nódulos sólidos e não sólidos,PYTHON,SD-09,TC-04,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / RIO ELBA SOLUCOES DIGITAIS EIRELI ? EPP FP ADMINISTRAÇÃO E PARTICIPAÇÃO LTDA",ALYSON BEZERRA NOGUEIRA RIBEIRO / PEDRO ELIAS RIBEIRO DOS SANTOS / RENÊ RIPARDO CALIXTO / SAULO MACEDO MAIA / TARIQUE DA SILVEIRA CAVALCANTE / THOMAZ MAIA DE ALMEIDA / VALBERTO ENOC RODRIGUES DA SILVA FILHO,-,,
Ceará,IFCE,BR 51 2021 001159 7,30/05/2021,Memorial,PYTHON,IF-10,GI-01," DULANE GESTÃO DE NEGÓCIOS S.A / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",DAVI PINHO DA SILVA / JOEL VICTOR DE CASTRO GALVÃO / LUCAS SILVA DE SOUSA,-,,
Ceará,IFCE,BR 51 2021 001158 9,30/05/2021,MemorialLive,PYTHON,IF-07,SO-04,"DULANE GESTÃO DE NEGÓCIOS S.A / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",DAVI PINHO DA SILVA / JOEL VICTOR DE CASTRO GALVÃO / LUCAS SILVA DE SOUSA,-,,
Ceará,IFCE,BR 51 2021 001157 0,28/05/2021,SisRef - IFCE front-end,CSS / HTML / JAVA SCRIPT,ED-06,AP-01,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",  JOÃO DENILSON SOUZA DOS SANTOS / PEDRO LUIS SARAIVA BARBOSA,-,,
Ceará,IFCE,BR 51 2021 001156 2,28/05/2021,BENTHAM,  JAVA / JAVA SCRIPT / SQL, AD-01 / AD-02 / AD-05 / AD-06 / CC-01 / CC-03 / CC-04,"AP-01 , AP-02 , AP-03 , AP-04 , AP-05 , AV-02 , GI-01 , GI-04","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / QUANTA CONSULTORIA LTDA", ALICE FEITOSA BARBOSA / ANDRÉ SALES SOUSA / ANTÔNIO MAURO BARBOSA DE OLIVEIRA / ARTHUR BEZERRA NUNES / CARINA TEIXEIRA DE OLIVEIRA / CELECINA DE MARIA VELAS SALES / EMANUEL MORAES DE ALMEIDA / GUILHERME MARTINS DE OLIVEIRA / GUSTAVO BRASILEIRO COELHO / IESUS BATISTA DA SILVA / IGOR MARTINS GALDINO / IVYSON LUCAS DE LIMA SILVA / JOSE RIBAMAR DE SOUSA / JOSE WILTON FERREIRA DO NASCIMENTO / JOSÉ VICTOR DOS SANTOS DE LIMA / LETÍCIA GABRIELLE PEREIRA BARBOSA DOS SANTO / LUAN DOUGLAS MAIA DA SILVA / MARCOS ANTÔNIO DA COSTA DA SILVA FILHO / MATHEUS GURGEL RIBEIRO / MAÍRA SALES SOUSA BORGES / REINALDO BEZERRA BRAGA / RENATO ALEXANDRE COSTA FREITAS / RENATO ALVES DE OLIVEIRA / RUI SANTIAGO DE SOUSA / SAMUEL LUCAS DA SILVA SENA / THIAGO FELIPPE DE LIMA BANDEIRA,-,,
Ceará,IFCE,BR 51 2021 001106 6,24/05/2021,Sistema CONEQUI - Controle de Equipamentos,CSS / DJANGO / FRAMEWORK / HTML / JAVA SCRIPT / OUTROS / PYTHON / SQL,AD-08,AP-03,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",ANDERSON PASSOS DE ARAGÃO / CYNTHIA PINHEIRO SANTIAGO / DANIEL ALBUQUERQUE CARVALHO / DAVID DE MIRANDA RODRIGUES / LUCIANA ALVES AMARAL / NÉCIO DE LIMA VERAS,-,,
Ceará,IFCE,BR 51 2021 001105 8,24/05/2021,Módulo com metalinguagem para extração automática de dados em sistemas web,PYTHON,IF-02,LG-02," BV SERVICOS TECNOLOGICOS EIRELI / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",AJALMAR RÊGO DA ROCHA NETO / CARLOS HENRIQUE LEITÃO CAVALCANTE / ÁLISSON GOMES LINHARES,-,,
Ceará,IFCE,BR 51 2021 000897 9,04/05/2021,AQUAMEAÇA: Um sistema para identificação e monitoramento de ameaças a ecossistemas aquáticos,CSS / HTML / JAVA / JAVA SCRIPT / PHP,MA-04,AP-01," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA PARAÍBA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO (IFPE) / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",EVALDO DE LIRA AZEVÊDO / HUMBERTO BELTRÃO DA CUNHA JÚNIOR / LEONARDO SILVA DE OLIVEIRA / PEDRO WILLIAN DE OLIVEIRA VIEIRA / RODRIGO CADEIRA SOARES / SUÊNIA DOS SANTOS DA SILVA,-,,
Ceará,IFCE,BR 51 2021 000786 7,20/04/2021,SGA,PHP,IN-05,AT-05,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / METALURGICA W3SAT LTDA", ANDRÉ LUIZ CARNEIRO DE ARAÚJO / BRUNNA CONCEIÇÃO DE PAULO / JOÃO PEDRO BRASIL LIMA / ROGÉRIO GUERRA DIÓGENES FILHO,-,,
Ceará,IFCE,BR 51 2021 000777 8,19/04/2021,Composição Corporal Mobile,C / C++ / JAVA / SWIFT,IN-02,IA-01," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / LANNES EMPREENDIMENTOS", ANTONIO CARLOS DA SILVA BARROS / GABRIEL BANDEIRA HOLANDA / JOÃO WELLINGTON MENDES DE SOUZA / LUIZ LANNES LOUREIRO / PEDRO PEDROSA REBOUÇAS FILHO / SHARA SHAMI ARAÚJO ALVES / SUANE PIRES PINHEIRO DA SILVA / VIRGÍNIA XAVIER NUNES,-,,
Ceará,IFCE,BR 51 2021 000775 1,19/04/2021,Servidor WEB para processamento de imagens,PYTHON, SV-01 / TP-04, TC-01," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / MOBIT - MOBILIDADE, ILUMINACAO E TECNOLOGIA LTDA", ALYSON BEZERRA NOGUEIRA RIBEIRO / EDSON CAVALCANTI NETO / FÁBIO DE ARAÚJO PEREIRA / GILDERLANE RIBEIRO ALEXANDRE / JONAS RODRIGUES VIEIRA DOS SANTOS / LEVI CORDEIRO CARVALHO / LUÍZ FELIPE SOUSA MACIEL / NATÁLIA RIOS DE SOUSA / RENATO RODRIGUES VIEIRA DOS SANTOS / RODRIGO FERNANDES FREITAS / RÔMULO LOPES FRUTUOSO / SAMUEL LUZ GOMES / TARIQUE DA SILVEIRA CAVALCANTE / WELLINGTON NOBERTO DA SILVA ARAUJO,-,,
Ceará,IFCE,BR 51 2021 000774 3,19/04/2021,Módulo de aprimoramento de imagens noturnas de veículos,PYTHON, SV-01 / TP-04, TC-04,"  INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / MOBIT - MOBILIDADE, ILUMINACAO E TECNOLOGIA LTDA",ALYSON BEZERRA NOGUEIRA RIBEIRO / EDSON CAVALCANTI NETO / FÁBIO DE ARAÚJO PEREIRA / GILDERLANE RIBEIRO ALEXANDRE / JONAS RODRIGUES VIEIRA DOS SANTOS / LEVI CORDEIRO CARVALHO / LUÍZ FELIPE SOUSA MACIEL / NATÁLIA RIOS DE SOUSA / RENATO RODRIGUES VIEIRA DOS SANTOS / RODRIGO FERNANDES FREITAS / RÔMULO LOPES FRUTUOSO / SAMUEL LUZ GOMES / TARIQUE DA SILVEIRA CAVALCANTE / WELLINGTON NOBERTO DA SILVA ARAUJO,-,,
Ceará,IFCE,BR 51 2021 000773 5,19/04/2021,Módulo de detecção de sinalização vertical em vias,PYTHON, SV-01 / TP-04, TC-04,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / MOBIT - MOBILIDADE, ILUMINACAO E TECNOLOGIA LTDA",ALYSON BEZERRA NOGUEIRA RIBEIRO / EDSON CAVALCANTI NETO / FÁBIO DE ARAÚJO PEREIRA / GILDERLANE RIBEIRO ALEXANDRE / JONAS RODRIGUES VIEIRA DOS SANTOS / LEVI CORDEIRO CARVALHO / LUÍZ FELIPE SOUSA MACIEL / NATÁLIA RIOS DE SOUSA / RENATO RODRIGUES VIEIRA DOS SANTOS / RODRIGO FERNANDES FREITAS / RÔMULO LOPES FRUTUOSO / SAMUEL LUZ GOMES / TARIQUE DA SILVEIRA CAVALCANTE / WELLINGTON NOBERTO DA SILVA ARAUJO,-,,
Ceará,IFCE,BR 51 2021 000772 7,19/04/2021,Módulo de detecção de objetos em cenas de trânsito,PYTHON, SV-01 / TP-04, TC-04,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / MOBIT - MOBILIDADE, ILUMINACAO E TECNOLOGIA LTDA",ALYSON BEZERRA NOGUEIRA RIBEIRO / EDSON CAVALCANTI NETO / FÁBIO DE ARAÚJO PEREIRA / GILDERLANE RIBEIRO ALEXANDRE / JONAS RODRIGUES VIEIRA DOS SANTOS / LEVI CORDEIRO CARVALHO / LUÍZ FELIPE SOUSA MACIEL / NATÁLIA RIOS DE SOUSA / RENATO RODRIGUES VIEIRA DOS SANTOS / RODRIGO FERNANDES FREITAS / RÔMULO LOPES FRUTUOSO / SAMUEL LUZ GOMES / TARIQUE DA SILVEIRA CAVALCANTE / WELLINGTON NOBERTO DA SILVA ARAUJO,-,,
Ceará,IFCE,BR 51 2021 000769 7,19/04/2021,Módulo de detecção de buracos em vias,PYTHON, SV-01 / TP-04, TC-04,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / MOBIT - MOBILIDADE, ILUMINACAO E TECNOLOGIA LTDA",ALYSON BEZERRA NOGUEIRA RIBEIRO / EDSON CAVALCANTI NETO / FÁBIO DE ARAÚJO PEREIRA / GILDERLANE RIBEIRO ALEXANDRE / JONAS RODRIGUES VIEIRA DOS SANTOS / LEVI CORDEIRO CARVALHO / LUÍZ FELIPE SOUSA MACIEL / NATÁLIA RIOS DE SOUSA / RENATO RODRIGUES VIEIRA DOS SANTOS / RODRIGO FERNANDES FREITAS / RÔMULO LOPES FRUTUOSO / SAMUEL LUZ GOMES / TARIQUE DA SILVEIRA CAVALCANTE / WELLINGTON NOBERTO DA SILVA ARAUJO,-,,
Ceará,IFCE,BR 51 2021 000766 2,18/04/2021,Módulo de classificação de marca e modelo de veículos,PYTHON, SV-01 / TP-01, TC-04,"MOBIT - MOBILIDADE, ILUMINACAO E TECNOLOGIA LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", ALYSON BEZERRA NOGUEIRA RIBEIRO / EDSON CAVALCANTI NETO / FÁBIO DE ARAÚJO PEREIRA / GILDERLANE RIBEIRO ALEXANDRE / JONAS RODRIGUES VIEIRA DOS SANTOS / LEVI CORDEIRO CARVALHO / LUÍZ FELIPE SOUSA MACIEL / NATÁLIA RIOS DE SOUSA / RENATO RODRIGUES VIEIRA DOS SANTOS / RODRIGO FERNANDES FREITAS / RÔMULO LOPES FRUTUOSO / SAMUEL LUZ GOMES / TARIQUE DA SILVEIRA CAVALCANTE / WELLINGTON NOBERTO DA SILVA ARAUJO,-,,
Ceará,IFCE,BR 51 2021 000765 4,18/04/2021,Módulo de classificação de cor de veículos,PYTHON, SV-01 , TC-04,"MOBIT - MOBILIDADE, ILUMINACAO E TECNOLOGIA LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", ALYSON BEZERRA NOGUEIRA RIBEIRO / EDSON CAVALCANTI NETO / FÁBIO DE ARAÚJO PEREIRA / GILDERLANE RIBEIRO ALEXANDRE / JONAS RODRIGUES VIEIRA DOS SANTOS / LEVI CORDEIRO CARVALHO / LUÍZ FELIPE SOUSA MACIEL / NATÁLIA RIOS DE SOUSA / RENATO RODRIGUES VIEIRA DOS SANTOS / RODRIGO FERNANDES FREITAS / RÔMULO LOPES FRUTUOSO / SAMUEL LUZ GOMES / TARIQUE DA SILVEIRA CAVALCANTE / WELLINGTON NOBERTO DA SILVA ARAUJO,-,,
Ceará,IFCE,BR 51 2021 000763 8,18/04/2021,Plataforma multilateral para profissionais de saúde, JAVA SCRIPT / OUTROS / PYTHON / SQL, SD-08,AP-01," CLINICA BOA SAUDE / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", ADAILTON DOS SANTOS HOLANDA / ANA ADRIANIZE MENDES VIANA / ANDRÉ LUIZ DE SOUZA ARAÚJO / AUZUIR RIPARDO DE ALEXANDRIA / CLERIA SILVA DE FREITAS / EDSON CAVALCANTI NETO / FRANCISCO RONALD ARAÚJO BARBOSA / MARCELO ARAUJO LIMA / MARCELO DE CASTRO SILVA FREITAS / MARCOS GABRIEL SOUZA DANTAS / RAFAEL SILVA ALVES / RÔMULO LOPES FRUTUOSO / SAULO MACEDO MAIA / VICTOR JOSÉ TIMBÓ GONDIM / WELLINGTON RIBEIRO DE MENEZES,-,,
Ceará,IFCE,BR 51 2021 000540 6,19/03/2021,Virtual Stations,  C# / UNITY,SD-01,AP-01,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / IPADE - INSTITUTO PARA O DESENVOLVIMENTO DA EDUCACAO LTDA / SOFTBUILDER INFORMATICA LTDA",ALEXANDRE LOUREIRO FARIA / ARNALDO AIRES PEIXOTO JÚNIOR / CIDCLEY TEIXEIRA DE SOUZA / EDGAR MARÇAL DE BARROS FILHO / JOÃO FILIPE DIAS MORADA,-,,
Ceará,IFCE,BR 51 2021 000539 2,19/03/2021,Eyeglow,OUTROS,SD-01,AP-01,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / IPADE - INSTITUTO PARA O DESENVOLVIMENTO DA EDUCACAO LTDA / SOFTBUILDER INFORMATICA LTDA", CIDCLEY TEIXEIRA DE SOUZA / EDGAR MARÇAL DE BARROS FILHO / FRANCISCO EVERARDO LIMA DE CASTRO JUNIOR / INGRID CORREIA NOGUEIRA / JONATHAN ALVES JARDIM / JOÃO FILIPE DIAS MORADA / PALOMA CASTRO VERÇOSA / PAULO ROGÉRIO MATHEUS BONFIM LEITÃO,-,,
Ceará,IFCE,BR 51 2021 000531 7,18/03/2021,N-Sepse 2.0,OUTROS,SD-01,AP-01,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / IPADE - INSTITUTO PARA O DESENVOLVIMENTO DA EDUCACAO LTDA / SOFTBUILDER INFORMATICA LTDA",CIDCLEY TEIXEIRA DE SOUZA / EDGAR MARÇAL DE BARROS FILHO / IONARA LUCENA MACHADO / JAGNI DASA HORTA BEZERRA / JONATHAN ALVES JARDIM / JOÃO FILIPE DIAS MORADA / MELISSA SOARES MEDEIROS,-,,
Ceará,IFCE,BR 51 2021 000520 1,17/03/2021,Glaucocheck 2.0,OUTROS,SD-01,AP-01,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / IPADE - INSTITUTO PARA O DESENVOLVIMENTO DA EDUCACAO LTDA / SOFTBUILDER INFORMATICA LTDA",CIDCLEY TEIXEIRA DE SOUZA / CRISTIANO COUTINHO COSTA CAMPELO BORGES / EDGAR MARÇAL DE BARROS FILHO / FELIPE MARTINS MOREIRA / FRANCISCO EVERARDO LIMA DE CASTRO JUNIOR / JAGNI DASA HORTA BEZERRA / JOEL ARAÚJO DA SILVA / JONATHAN ALVES JARDIM / JOÃO CRISPIM MORAES LIMA RIBEIRO / JOÃO FILIPE DIAS MORADA / PAULA SOARES DE MATTOS CARNEIRO VALENTE,-,,
Ceará,IFCE,BR 51 2021 000449 3,10/03/2021,CTWay,OUTROS,SD-01,AP-01,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / IPADE - INSTITUTO PARA O DESENVOLVIMENTO DA EDUCACAO LTDA / SOFTBUILDER INFORMATICA LTDA",CIDCLEY TEIXEIRA DE SOUZA / EDGAR MARÇAL DE BARROS FILHO / FRANCISCO EVERARDO LIMA DE CASTRO JUNIOR / INGRID CORREIA NOGUEIRA / JONATHAN ALVES JARDIM / JOÃO FILIPE DIAS MORADA / PAULO ROGÉRIO MATHEUS BONFIM LEITÃO / VICTOR JOSÉ TIMBÓ GONDIM,-,,
Ceará,IFCE,BR 51 2020 002706 7,01/12/2020,SysenergyPlus,JAVA SCRIPT / PYTHON,EN-04,GI-01," ENERGY SECURITY / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",ANTONIO JULIO DE OLIVEIRA DA COSTA / DAVI PINHO DA SILVA / JOEL VICTOR DE CASTRO GALVÃO / LARYSSA LIMA COUTINHO / TAMIRES SIQUEIRA BACELAR / VITOR BRYAN MELO DE LIMA,-,,
Ceará,IFCE,BR 51 2020 002695 8,01/12/2020,Sistema de monitoramento e controle de qualidade de água PISCIS, JAVA SCRIPT / PYTHON / SQL, AG-10 / MA-04," AP-01 , AT-05 , IT-01 , SO-07","INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ / PISCIS INDÚSTRIA E COMÉRCIO LTDA", ALAN ROBSON DA SILVA / ANDRÉ DE FREITAS SIQUEIRA / AUZUIR RIPARDO DE ALEXANDRIA / AÊDO BRAGA SILVEIRA / DEUSIMAR DE FREITAS MATOS / ERANDIR BRASIL DA SILVA / FRANCISCO ALAN XAVIER DA MOTA / GILNARA MARIA NÓBREGA NEPOMUCENO / GLENDO DE FREITAS GUIMARÃES / JERONIMO TEIXEIRA ALBANO / JOAO ISAAC SILVA MIRANDA / JOSEFA JOCILENE CAVALCANTE / JOSÉ VANDO MOREIRA DE OLIVEIRA / JULIO CÉSAR MARTINS XIMENES / MARCOS ERICK RODRIGUES DA SILVA / OSVALDO MARIANO VIANA NETO / PAULO VICTOR FERREIRA PINTO / PEDRO FELIPE SOUSA TEIXEIRA / RENATO TEIXEIRA MOREIRA / TIAGO BEZERRA MARINHO / VICTOR GABRIEL MIRANDA ALMEIDA,-,,
Ceará,IFCE,BR 51 2020 002670 2,27/11/2020,Plataforma FICemCasa,PHP,AD-01,AT-06," ENERGY SECURITY / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",CARLOS MAURÍCIO JABORANDY DE MATTOS DOURADO JÚNIOR / REJANE SARAIVA DE SANTIAGO,-,,
Ceará,IFCE,BR 51 2020 002668 0,27/11/2020,Impressão de imagem e texto usando interface HTML4, JAVA SCRIPT, AD-10 / IF-01," GI-06 , IA-01 , TC-04","BEMATECH HARDWARE LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",FLÁVIO FREITAS DE SOUSA / ULRIC MARQUES FERREIRA,-,,
Ceará,IFCE,BR 51 2020 002640 0,25/11/2020,Detecção e reconhecimento facial em HTML5, JAVA SCRIPT, AD-10 / IF-01," GI-06 , IA-01 , TC-04","BEMATECH HARDWARE LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", PEDRO RANGEL ROCHA RAFAEL / ULRIC MARQUES FERREIRA,-,,
Ceará,IFCE,BR 51 2020 002560 9,18/11/2020,REVIVE, CSS / HTML / JAVA / JAVA SCRIPT / OUTROS / PYTHON,  CO-02 / CO-04 / EC-07 / IN-01 / IN-02," AP-01 , FA-01 , TC-01 , UT-01"," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",ANTÔNIO MAURO BARBOSA DE OLIVEIRA / CARINA TEIXEIRA DE OLIVEIRA / FRANCISCO DE SOUSA JUNIOR / MATHEUS FERREIRA DE OLIVEIRA / PAULO ERICSON VALENTIM SILVA / REINALDO BEZERRA BRAGA / RENATO ALEXANDRE COSTA FREITAS / RENATO ALVES DE OLIVEIRA / RUI GUERRA MORENO / SILVIO RAMOS EVANGELISTA / VINÍCIUS NUNES BARBOSA,-,,
Ceará,IFCE,BR 51 2020 002528 5,13/11/2020,Painel Covid-19, JAVA SCRIPT / PHP, AD-04 / SD-01 / SD-02," FA-01 , GI-01 , GI-02 , GI-03 , GI-04 , GI-05 , GI-06 , GI-07 , GI-08 , PD-05"," INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", CARLOS GARDEL SALDANHA MOURA JÚNIOR / JARBAS NUNES VIDAL FILHO / LUAN DOUGLAS MAIA DA SILVA / MARCELO DOS SANTOS ESTEVAM,-,,
Ceará,IFCE,BR 51 2020 002303 7,23/10/2020,Skiuhub, CSS / HTML / JAVA / JAVA SCRIPT / OUTROS / PYTHON,          CO-01 / CO-02 / CO-03 / CO-04 / CO-05 / CO-06 / ED-06,"  AP-01 , FA-01 , GI-01 , IA-01 , UT-01","ACELERA EMPREENDIMENTOS EIRELLI ME / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",ALBER FRANCISCO DOS SANTOS NETO / ALEXANDRE DA SILVA AZEREDO / ANA KAROLINA DOS SANTOS SENA / FERNANDO ÉRICLES DA SILVA LIMA / IVYSON LUCAS DE LIMA SILVA / LEONARDO FREITAS DA SILVA / LUCAS PORFÍRIO DA SILVA / REINALDO BEZERRA BRAGA / RENATO ALEXANDRE COSTA FREITAS / SAMUEL LUCAS DA SILVA SENA / SILAS SANTIAGO LOPES PEREIRA / THIAGO FELIPPE DE LIMA BANDEIRA / WALMIR SILVA DOS SANTOS,-,,
Ceará,IFCE,BR 51 2020 002286 3,23/10/2020,Ferramenta para análise do uso de capacete a partir de imagens de trânsito,PYTHON,TP-04," FA-01 , IA-01 , IA-02","ATLANTA TECNOLOGIA DE INFORMAÇÃO LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", FRANCISCO HÉRCULES DOS SANTOS SILVA / GERALDO LUIS BEZERRA RAMALHO / MARDÔNIO JÚNIOR MATOS DUARTE / NAVAR DE MEDEIROS MENDONÇA E NASCIMENTO / PEDRO PEDROSA REBOUCAS FILHO,-,,
Ceará,IFCE,BR 51 2020 002282 0,23/10/2020,Sistema de recomendação para detecção de infrações de trânsito por imagens de câmeras de monitoramento de tráfego,PYTHON,TP-04," FA-01 , IA-01 , IA-02","ATLANTA TECNOLOGIA DE INFORMAÇÃO LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",ALDÍSIO GONÇALVES MEDEIROS / ELENE FIRMEZA OHATA / FRANCISCO HÉRCULES DOS SANTOS SILVA / GERALDO LUIS BEZERRA RAMALHO / MARDÔNIO JÚNIOR MATOS DUARTE / PEDRO PEDROSA REBOUCAS FILHO,-,,
Ceará,IFCE,BR 51 2020 002281 2,23/10/2020,Sistema de recomendação para detecção e classificação de sinalização vertical e horizontal por imagens com georeferenciamento,PYTHON,TP-04," FA-01 , IA-01 , IA-02","ATLANTA TECNOLOGIA DE INFORMAÇÃO LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",GERALDO LUIS BEZERRA RAMALHO / JEFFERSON SILVA ALMEIDA / MARCOS AURÉLIO ARAÚJO FERREIRA JÚNIOR / MARDÔNIO JÚNIOR MATOS DUARTE / PEDRO PEDROSA REBOUCAS FILHO / SOLON ALVES PEIXOTO,-,,
Ceará,IFCE,BR 51 2020 002195 6,14/10/2020,Ferramentas de Visão Computacional para execução na Borda: detecção de pedestres em imagens de drones e reconhecimento facial, C++ / OUTROS, AD-10 / IF-01,"  GI-06 , IA-01 , TC-04"," BEMATECH HARDWARE LTDA / INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ", FLÁVIO FREITAS DE SOUSA / IAGO DE LAVOR RIBEIRO / ULRIC MARQUES FERREIRA,-,,
